Type,Entry Price,Exit Price,Profit Factor,Capital,Open Position Date,Close Position Date
Short,141.4135795712,141.1398277013,1.001939579170235,10561.893616757045,2014-07-16 00:00:00+00:00,2014-07-17 00:00:00+00:00
Short,142.2431306921,146.2166805609,0.9728242369231944,10274.86609818563,2014-07-18 00:00:00+00:00,2014-07-24 00:00:00+00:00
Short,148.9873813046,145.9595197135,1.0207445296959274,10488.01336308112,2014-07-25 00:00:00+00:00,2014-07-28 00:00:00+00:00
Long,145.9595197135,147.5522578655,1.010912190963127,13405.154170534834,2014-07-28 00:00:00+00:00,2014-08-25 00:00:00+00:00
Short,147.5522578655,149.5730450491,0.9864896299802105,10346.316421773397,2014-08-25 00:00:00+00:00,2014-09-05 00:00:00+00:00
Long,147.6175699121,153.0929002956,1.0370913190534183,13902.369020834403,2014-09-09 00:00:00+00:00,2014-09-15 00:00:00+00:00
Short,153.0929002956,154.9402002122,0.9880773361976426,10222.960769483783,2014-09-15 00:00:00+00:00,2014-09-19 00:00:00+00:00
Long,154.1829736698,155.0400542617,1.005558853688576,13979.650256145813,2014-09-22 00:00:00+00:00,2014-10-28 00:00:00+00:00
Short,155.0400542617,154.8403461626,1.0012897678418406,10236.146015532662,2014-10-28 00:00:00+00:00,2014-10-29 00:00:00+00:00
Short,155.5809303634,158.3269167259,0.9826562253640427,10058.612605898512,2014-10-30 00:00:00+00:00,2014-11-04 00:00:00+00:00
Long,158.2520261888,159.3987573686,1.0072462337918626,14080.950070230318,2014-11-12 00:00:00+00:00,2014-12-03 00:00:00+00:00
Short,159.3987573686,160.2752627116,0.9945312499997134,10003.604568207122,2014-12-03 00:00:00+00:00,2014-12-10 00:00:00+00:00
Long,160.2752627116,156.6440262908,0.9773437500000606,13761.928545202514,2014-12-10 00:00:00+00:00,2015-02-11 00:00:00+00:00
Short,156.6440262908,157.7709617317,0.992857142857401,9932.150249865368,2015-02-11 00:00:00+00:00,2015-02-13 00:00:00+00:00
Long,157.4954886239,163.1956094762,1.0361922801859544,14260.004119009567,2015-02-18 00:00:00+00:00,2015-04-09 00:00:00+00:00
Short,163.1956094762,167.6504334405,0.973427900704587,9668.232167208984,2015-04-09 00:00:00+00:00,2015-04-16 00:00:00+00:00
Long,165.2555468732,171.3767429596,1.0370407904740213,14788.20594374048,2015-04-17 00:00:00+00:00,2015-05-18 00:00:00+00:00
Short,171.3767429596,171.7284395884,0.9979520187241965,9648.431808760419,2015-05-18 00:00:00+00:00,2015-05-20 00:00:00+00:00
Short,174.0060939461,172.8170243917,1.0068805116775124,9714.817956490277,2015-05-22 00:00:00+00:00,2015-05-26 00:00:00+00:00
Long,173.1962372844,179.706110891,1.0375866918858656,15344.04568409258,2015-05-29 00:00:00+00:00,2015-06-11 00:00:00+00:00
Short,179.706110891,178.9669252428,1.0041302919363295,9754.942990758878,2015-06-11 00:00:00+00:00,2015-06-12 00:00:00+00:00
Long,177.8749464442,178.8829268736,1.0056667925953036,15430.997208557195,2015-06-15 00:00:00+00:00,2015-07-15 00:00:00+00:00
Short,178.8829268736,177.3877559033,1.0084288284875484,9837.165732133797,2015-07-15 00:00:00+00:00,2015-07-16 00:00:00+00:00
Long,177.3877559033,167.8787512857,0.946394244804677,14603.806949775566,2015-07-16 00:00:00+00:00,2015-11-06 00:00:00+00:00
Short,167.8787512857,165.8473821508,1.0122484244765042,9957.655513666694,2015-11-06 00:00:00+00:00,2015-11-09 00:00:00+00:00
Long,162.4842440395,163.2937851932,1.00498227479523,14676.567129055837,2015-11-12 00:00:00+00:00,2015-12-01 00:00:00+00:00
Short,163.2937851932,160.9171573567,1.0147692631136394,10104.722747943018,2015-12-01 00:00:00+00:00,2015-12-02 00:00:00+00:00
Long,160.9171573567,131.3676861908,0.8163684242793413,11981.48598097729,2015-12-02 00:00:00+00:00,2016-03-01 00:00:00+00:00
Short,131.3676861908,130.9854329818,1.0029182879370495,10134.21123844557,2016-03-01 00:00:00+00:00,2016-03-02 00:00:00+00:00
Short,131.9453132624,131.9623022939,0.9998712584487791,10132.906544370333,2016-03-03 00:00:00+00:00,2016-03-07 00:00:00+00:00
Long,128.7768588848,135.7593508375,1.0542216358837138,12631.14175118366,2016-03-08 00:00:00+00:00,2016-04-01 00:00:00+00:00
Short,135.7593508375,134.0179751072,1.012993598275956,10264.569461375686,2016-04-01 00:00:00+00:00,2016-04-04 00:00:00+00:00
Long,134.0179751072,135.7848343848,1.0131837484948323,12797.667547233841,2016-04-04 00:00:00+00:00,2016-04-13 00:00:00+00:00
Short,136.6852530551,134.655063789,1.015076961897855,10419.327984042733,2016-04-14 00:00:00+00:00,2016-04-15 00:00:00+00:00
Long,134.655063789,141.8414241199,1.0533686601059489,13480.661916711097,2016-04-15 00:00:00+00:00,2016-04-20 00:00:00+00:00
Short,141.8414241199,140.4313345042,1.010041132348976,10523.949835317895,2016-04-20 00:00:00+00:00,2016-04-21 00:00:00+00:00
Long,140.2359606417,130.2056435703,0.9284754279465647,12516.463342121293,2016-04-25 00:00:00+00:00,2016-06-23 00:00:00+00:00
Short,130.2056435703,120.994187062,1.076131397151996,11325.152839838163,2016-06-23 00:00:00+00:00,2016-06-24 00:00:00+00:00
Long,120.994187062,133.8390514153,1.1061610038068854,13845.223654632973,2016-06-24 00:00:00+00:00,2016-07-12 00:00:00+00:00
Short,134.6919640549,137.6686291673,0.9783780434917919,11080.280877686373,2016-07-13 00:00:00+00:00,2016-07-19 00:00:00+00:00
Long,136.5086679774,139.4000418258,1.0211808809743765,14138.477688925377,2016-07-21 00:00:00+00:00,2016-08-09 00:00:00+00:00
Short,139.4000418258,138.3339010263,1.0077070102960324,11165.676716493632,2016-08-09 00:00:00+00:00,2016-08-10 00:00:00+00:00
Long,138.3339010263,141.6346729418,1.0238609038783086,14475.834546046437,2016-08-10 00:00:00+00:00,2016-08-18 00:00:00+00:00
Short,141.6346729418,141.6517311945,0.9998795761085576,11164.332102252843,2016-08-18 00:00:00+00:00,2016-08-23 00:00:00+00:00
Long,140.9864593356,145.0122069948,1.0285541439807155,14889.179609915263,2016-08-24 00:00:00+00:00,2016-08-30 00:00:00+00:00
Short,145.0122069948,144.2758871152,1.0051035546848663,11221.3098816567,2016-08-30 00:00:00+00:00,2016-09-01 00:00:00+00:00
Short,146.9728727208,144.3272582696,1.018330663818598,11427.003940701661,2016-09-08 00:00:00+00:00,2016-09-09 00:00:00+00:00
Long,144.3272582696,145.4060525118,1.0074746396150949,15000.470861663798,2016-09-09 00:00:00+00:00,2016-10-07 00:00:00+00:00
