date,adjClose,daily_return,ema,ema_daily_return,rsi,rsi_daily_return
2013-01-02 00:00:00+00:00,26.5444087457,0.0,,,,
2013-01-03 00:00:00+00:00,26.3561010641,-0.7094062007710233,,,,
2013-01-04 00:00:00+00:00,25.9306651909,-1.6141836463796633,26.277058333566668,-0.7745299490502289,,
2013-01-07 00:00:00+00:00,26.52348567,2.2861753631682413,26.400272001783335,0.7558227070590062,61.743341405821006,80.93986428835083
2013-01-08 00:00:00+00:00,26.6211266901,0.36813042340977375,26.510699345941667,0.56197656523439,66.80672269103103,50.680979158693695
2013-01-09 00:00:00+00:00,26.8164087302,0.7335603874821128,26.663554038070835,0.6477684763582514,76.2406015026165,55.44153147591904
2013-01-10 00:00:00+00:00,26.9001010332,0.3120936283528053,26.781827535635415,0.47993105235552835,79.91099809472159,47.50810132773659
2013-01-11 00:00:00+00:00,27.2697420378,1.3741249675746303,27.025784786717708,0.9270280099650794,90.07186898694096,65.93354599357312
2013-01-14 00:00:00+00:00,27.2278958863,-0.15345268555160274,27.126840336508856,0.3867876622067383,82.94755876548757,37.51924378181382
2013-01-15 00:00:00+00:00,27.4092292093,0.6659836065086466,27.26803477290443,0.5263856343576925,88.7377434842406,53.60674418668534
2013-01-16 00:00:00+00:00,27.4719984365,0.22900763359920973,27.370016604702215,0.3776966339784511,90.42573983172412,44.45163277122982
2013-01-17 00:00:00+00:00,27.4510753608,-0.0761614621825335,27.41054598275111,0.1507675858979588,84.12163000407443,37.70591800628217
2013-01-18 00:00:00+00:00,27.3464599821,-0.38109756111555093,27.378502982425555,-0.11516498760879607,55.23891111999451,30.718721721240495
2013-01-22 00:00:00+00:00,27.5417420223,0.714103545130973,27.46012250236278,0.2994692787610884,77.17860627497706,65.3302361066159
2013-01-23 00:00:00+00:00,27.562665098,0.07596859952816448,27.511393800181388,0.18771893914462645,78.84507055430191,45.47460936261498
2013-01-24 00:00:00+00:00,27.5068702294,-0.20242914972706805,27.509132014790694,-0.007355105291220798,61.02143626520663,37.93058091783837
2013-01-25 00:00:00+00:00,27.6672804767,0.5831643002719655,27.588206245745347,0.28790459749037234,80.26281160226198,63.53565892569978
2013-01-28 00:00:00+00:00,27.9671778955,1.0839425257302082,27.777692070622674,0.6859235616102903,91.72215183121868,73.85029753628777
2013-01-29 00:00:00+00:00,27.9392804612,-0.09975062340662477,27.85848626591134,0.2930864691018328,84.84829852465354,36.87113339831083
