date,adjClose
2013-01-02 00:00:00+00:00,49.0631340361
2013-01-03 00:00:00+00:00,48.9240136182
2013-01-04 00:00:00+00:00,48.831266673
2013-01-07 00:00:00+00:00,48.5694111309
2013-01-08 00:00:00+00:00,48.8621823214
2013-01-09 00:00:00+00:00,48.8235377609
2013-01-10 00:00:00+00:00,49.1713388056
2013-01-11 00:00:00+00:00,49.2331701024
2013-01-14 00:00:00+00:00,49.0631340361
2013-01-15 00:00:00+00:00,49.426392905
2013-01-16 00:00:00+00:00,49.3568326961
2013-01-17 00:00:00+00:00,50.2765732364
2013-01-18 00:00:00+00:00,50.6011875448
2013-01-22 00:00:00+00:00,50.8175970837
2013-01-23 00:00:00+00:00,51.3663498431
2013-01-24 00:00:00+00:00,52.0542230203
2013-01-25 00:00:00+00:00,52.4174818892
2013-01-28 00:00:00+00:00,52.2319879987
2013-01-29 00:00:00+00:00,51.9382893388
2013-01-30 00:00:00+00:00,51.9692049872
2013-01-31 00:00:00+00:00,51.7218797999
2013-02-01 00:00:00+00:00,52.0155784598
2013-02-04 00:00:00+00:00,51.2890607221
2013-02-05 00:00:00+00:00,51.3122474584
2013-02-06 00:00:00+00:00,51.5286569973
2013-02-07 00:00:00+00:00,51.2504161615
2013-02-08 00:00:00+00:00,51.7914400088
2013-02-11 00:00:00+00:00,51.3045185463
2013-02-12 00:00:00+00:00,52.031036284
2013-02-13 00:00:00+00:00,52.1315121414
2013-02-14 00:00:00+00:00,52.0464941082
2013-02-15 00:00:00+00:00,52.1856145261
2013-02-19 00:00:00+00:00,52.2088012624
2013-02-20 00:00:00+00:00,51.3508920189
2013-02-21 00:00:00+00:00,49.7587361255
2013-02-22 00:00:00+00:00,50.6862055779
2013-02-25 00:00:00+00:00,49.4032061687
2013-02-26 00:00:00+00:00,52.2165301745
2013-02-27 00:00:00+00:00,52.6029757797
2013-02-28 00:00:00+00:00,52.9430479123
2013-03-01 00:00:00+00:00,53.3526802538
2013-03-04 00:00:00+00:00,54.3265231789
2013-03-05 00:00:00+00:00,54.4656435968
2013-03-06 00:00:00+00:00,54.4733725089
2013-03-07 00:00:00+00:00,54.2956075305
2013-03-08 00:00:00+00:00,55.1612456861
2013-03-11 00:00:00+00:00,55.1226011256
2013-03-12 00:00:00+00:00,54.9834807078
2013-03-13 00:00:00+00:00,54.9912522245
2013-03-14 00:00:00+00:00,54.5871333557
2013-03-15 00:00:00+00:00,53.6623228674
2013-03-18 00:00:00+00:00,53.8954683687
2013-03-19 00:00:00+00:00,53.460263433
2013-03-20 00:00:00+00:00,53.5302070834
2013-03-21 00:00:00+00:00,53.5846077004
2013-03-22 00:00:00+00:00,54.0586702195
2013-03-25 00:00:00+00:00,53.9887265692
2013-03-26 00:00:00+00:00,54.4394745382
2013-03-27 00:00:00+00:00,54.1286138699
2013-03-28 00:00:00+00:00,54.2296435871
2013-04-01 00:00:00+00:00,54.1441569033
2013-04-02 00:00:00+00:00,55.1933116589
2013-04-03 00:00:00+00:00,54.6803915562
2013-04-04 00:00:00+00:00,54.9368516075
2013-04-05 00:00:00+00:00,54.4472460549
2013-04-08 00:00:00+00:00,55.348741993
2013-04-09 00:00:00+00:00,55.3331989596
2013-04-10 00:00:00+00:00,55.7140032783
2013-04-11 00:00:00+00:00,55.8772051292
2013-04-12 00:00:00+00:00,57.2139060029
2013-04-15 00:00:00+00:00,56.1336651805
2013-04-16 00:00:00+00:00,56.3124100648
2013-04-17 00:00:00+00:00,56.5766416329
2013-04-18 00:00:00+00:00,56.3279530982
2013-04-19 00:00:00+00:00,57.5092236378
2013-04-22 00:00:00+00:00,57.4004224039
2013-04-23 00:00:00+00:00,57.0273896019
2013-04-24 00:00:00+00:00,56.9496744348
2013-04-25 00:00:00+00:00,57.0196180852
2013-04-26 00:00:00+00:00,57.0040750518
2013-04-29 00:00:00+00:00,57.2527635864
2013-04-30 00:00:00+00:00,57.0040750518
2013-05-01 00:00:00+00:00,56.545555566
2013-05-02 00:00:00+00:00,56.9885320184
2013-05-03 00:00:00+00:00,57.478137571
2013-05-06 00:00:00+00:00,58.488434743
2013-05-07 00:00:00+00:00,58.3407759255
2013-05-08 00:00:00+00:00,58.6127790103
2013-05-09 00:00:00+00:00,58.9624972622
2013-05-10 00:00:00+00:00,59.0712984961
