date,adjClose
2013-01-02 00:00:00+00:00,64.5372794629
2013-01-03 00:00:00+00:00,64.8722335538
2013-01-04 00:00:00+00:00,65.0564583038
2013-01-07 00:00:00+00:00,63.7501373493
2013-01-08 00:00:00+00:00,62.0753668948
2013-01-09 00:00:00+00:00,64.2776900424
2013-01-10 00:00:00+00:00,64.5540271674
2013-01-11 00:00:00+00:00,62.9378736789
2013-01-14 00:00:00+00:00,64.1018391447
2013-01-15 00:00:00+00:00,64.4284193833
2013-01-16 00:00:00+00:00,62.2512177925
2013-01-17 00:00:00+00:00,63.0216122016
2013-01-18 00:00:00+00:00,62.8373874516
2013-01-22 00:00:00+00:00,62.1004884516
2013-01-23 00:00:00+00:00,62.2093485312
2013-01-24 00:00:00+00:00,63.0718553152
2013-01-25 00:00:00+00:00,62.8290135993
2013-01-28 00:00:00+00:00,61.9665068153
2013-01-29 00:00:00+00:00,61.6734219857
2013-01-30 00:00:00+00:00,62.4605640993
2013-01-31 00:00:00+00:00,61.8576467357
2013-02-01 00:00:00+00:00,62.695031963
2013-02-04 00:00:00+00:00,62.9797429402
2013-02-05 00:00:00+00:00,63.5491648947
2013-02-06 00:00:00+00:00,63.8841189856
2013-02-07 00:00:00+00:00,64.8387381447
2013-02-08 00:00:00+00:00,64.110212997
2013-02-11 00:00:00+00:00,63.5324171902
2013-02-12 00:00:00+00:00,63.6329034175
2013-02-13 00:00:00+00:00,63.0257991277
2013-02-14 00:00:00+00:00,63.1522215651
2013-02-15 00:00:00+00:00,63.2365031901
2013-02-19 00:00:00+00:00,62.9162330153
2013-02-20 00:00:00+00:00,63.0257991277
2013-02-21 00:00:00+00:00,64.0624631144
2013-02-22 00:00:00+00:00,64.6102936765
2013-02-25 00:00:00+00:00,63.2365031901
2013-02-26 00:00:00+00:00,63.7590492647
2013-02-27 00:00:00+00:00,65.2002650511
2013-02-28 00:00:00+00:00,64.8125695764
2013-03-01 00:00:00+00:00,65.1328397511
2013-03-04 00:00:00+00:00,64.9727046637
2013-03-05 00:00:00+00:00,66.2959261753
2013-03-06 00:00:00+00:00,66.649909
2013-03-07 00:00:00+00:00,68.3102570112
2013-03-08 00:00:00+00:00,68.4619639361
2013-03-11 00:00:00+00:00,69.9031797226
2013-03-12 00:00:00+00:00,70.9314155468
2013-03-13 00:00:00+00:00,71.4286771339
2013-03-14 00:00:00+00:00,71.3191110215
2013-03-15 00:00:00+00:00,72.8446084328
2013-03-18 00:00:00+00:00,71.7910881211
2013-03-19 00:00:00+00:00,72.0692174834
2013-03-20 00:00:00+00:00,71.9512232085
2013-03-21 00:00:00+00:00,71.0746943092
2013-03-22 00:00:00+00:00,71.4876742714
2013-03-25 00:00:00+00:00,71.5129587588
2013-03-26 00:00:00+00:00,73.0047435202
2013-03-27 00:00:00+00:00,72.6507606955
2013-03-28 00:00:00+00:00,72.3557750082
2013-04-01 00:00:00+00:00,71.8500852586
2013-04-02 00:00:00+00:00,70.8724184093
2013-04-03 00:00:00+00:00,71.0999787967
2013-04-04 00:00:00+00:00,71.5972403838
2013-04-05 00:00:00+00:00,72.625476208
2013-04-08 00:00:00+00:00,73.1143096326
2013-04-09 00:00:00+00:00,73.5020051074
2013-04-10 00:00:00+00:00,74.0161230195
2013-04-11 00:00:00+00:00,74.6145225565
2013-04-12 00:00:00+00:00,74.9179364063
2013-04-15 00:00:00+00:00,73.1311659576
2013-04-16 00:00:00+00:00,73.2323039076
2013-04-17 00:00:00+00:00,73.0637406577
2013-04-18 00:00:00+00:00,72.5833353955
2013-04-19 00:00:00+00:00,74.1341172944
2013-04-22 00:00:00+00:00,73.27444472
2013-04-23 00:00:00+00:00,74.3195368692
2013-04-24 00:00:00+00:00,76.5529999301
2013-04-25 00:00:00+00:00,77.2609655795
2013-04-26 00:00:00+00:00,78.2554887538
2013-04-29 00:00:00+00:00,77.4548133169
2013-04-30 00:00:00+00:00,77.0418333547
2013-05-01 00:00:00+00:00,76.8479856173
2013-05-02 00:00:00+00:00,77.7160863542
2013-05-03 00:00:00+00:00,79.0055952157
2013-05-06 00:00:00+00:00,79.3848625279
2013-05-07 00:00:00+00:00,79.8905522776
2013-05-08 00:00:00+00:00,79.6672059715
2013-05-09 00:00:00+00:00,80.150088866
2013-05-10 00:00:00+00:00,79.8366385661
2013-05-13 00:00:00+00:00,80.277163312
2013-05-14 00:00:00+00:00,81.4208333254
2013-05-15 00:00:00+00:00,82.1917516307
2013-05-16 00:00:00+00:00,81.8189999226
2013-05-17 00:00:00+00:00,83.8013612792
2013-05-20 00:00:00+00:00,83.6319286846
2013-05-21 00:00:00+00:00,83.6573435738
2013-05-22 00:00:00+00:00,82.9626699361
2013-05-23 00:00:00+00:00,84.5045065467
2013-05-24 00:00:00+00:00,84.71629729
2013-05-28 00:00:00+00:00,84.809485217
2013-05-29 00:00:00+00:00,83.9453789846
2013-05-30 00:00:00+00:00,85.1737652953
2013-05-31 00:00:00+00:00,83.8860775765
2013-06-03 00:00:00+00:00,85.3431978899
2013-06-04 00:00:00+00:00,84.3859037305
2013-06-05 00:00:00+00:00,83.4370812009
2013-06-06 00:00:00+00:00,84.5129781765
2013-06-07 00:00:00+00:00,86.8257330925
2013-06-10 00:00:00+00:00,86.6139423493
2013-06-11 00:00:00+00:00,86.1988324925
2013-06-12 00:00:00+00:00,85.4618007061
2013-06-13 00:00:00+00:00,86.5461693114
2013-06-14 00:00:00+00:00,86.2666055304
2013-06-17 00:00:00+00:00,87.2832010978
2013-06-18 00:00:00+00:00,88.1727222194
2013-06-19 00:00:00+00:00,86.622413979
2013-06-20 00:00:00+00:00,84.4113186197
2013-06-21 00:00:00+00:00,84.6993540305
2013-06-24 00:00:00+00:00,82.8948968982
2013-06-25 00:00:00+00:00,83.589570536
2013-06-26 00:00:00+00:00,85.3516695196
2013-06-27 00:00:00+00:00,87.3848606546
2013-06-28 00:00:00+00:00,86.7833749438
2013-07-01 00:00:00+00:00,87.4611053222
2013-07-02 00:00:00+00:00,85.9616268601
2013-07-03 00:00:00+00:00,87.1645982816
2013-07-05 00:00:00+00:00,88.2743817761
2013-07-08 00:00:00+00:00,88.4183994815
2013-07-09 00:00:00+00:00,88.6810200031
2013-07-10 00:00:00+00:00,89.3756936409
2013-07-11 00:00:00+00:00,90.5447785435
2013-07-12 00:00:00+00:00,86.3004920493
2013-07-15 00:00:00+00:00,89.5112397166
2013-07-16 00:00:00+00:00,88.2997966653
2013-07-17 00:00:00+00:00,88.7742079301
2013-07-18 00:00:00+00:00,91.1801507732
2013-07-19 00:00:00+00:00,90.6125515813
2013-07-22 00:00:00+00:00,90.527835284
2013-07-23 00:00:00+00:00,91.3156968488
2013-07-24 00:00:00+00:00,90.6040799516
2013-07-25 00:00:00+00:00,90.3922892084
2013-07-26 00:00:00+00:00,89.4604099382
2013-07-29 00:00:00+00:00,88.7911511896
2013-07-30 00:00:00+00:00,89.5705411247
2013-07-31 00:00:00+00:00,89.0368284517
2013-08-01 00:00:00+00:00,90.3922892084
2013-08-02 00:00:00+00:00,91.4088847759
2013-08-05 00:00:00+00:00,91.0700195867
2013-08-06 00:00:00+00:00,90.6803246192
2013-08-07 00:00:00+00:00,90.5659576178
2013-08-08 00:00:00+00:00,90.0723637875
2013-08-09 00:00:00+00:00,89.6383416264
2013-08-12 00:00:00+00:00,88.7107256351
2013-08-13 00:00:00+00:00,90.4042630872
2013-08-14 00:00:00+00:00,88.6426437274
2013-08-15 00:00:00+00:00,87.4256796286
2013-08-16 00:00:00+00:00,88.0554372742
2013-08-19 00:00:00+00:00,89.1192170808
2013-08-20 00:00:00+00:00,89.0426249347
2013-08-21 00:00:00+00:00,88.4298877661
2013-08-22 00:00:00+00:00,89.4766470958
2013-08-23 00:00:00+00:00,89.7659952032
2013-08-26 00:00:00+00:00,89.8085463955
2013-08-27 00:00:00+00:00,87.8341710744
2013-08-28 00:00:00+00:00,87.8852325051
2013-08-29 00:00:00+00:00,89.2979320883
2013-08-30 00:00:00+00:00,88.4383980046
2013-09-03 00:00:00+00:00,89.3660139959
2013-09-04 00:00:00+00:00,90.5234064256
2013-09-05 00:00:00+00:00,90.7616931022
2013-09-06 00:00:00+00:00,90.268099272
2013-09-09 00:00:00+00:00,91.2212459787
2013-09-10 00:00:00+00:00,92.0552493471
2013-09-11 00:00:00+00:00,92.9573346231
2013-09-12 00:00:00+00:00,93.442418215
2013-09-13 00:00:00+00:00,94.7444846983
2013-09-16 00:00:00+00:00,98.4379281869
2013-09-17 00:00:00+00:00,99.6634025242
2013-09-18 00:00:00+00:00,100.7612232846
2013-09-19 00:00:00+00:00,101.3058785456
2013-09-20 00:00:00+00:00,99.2549110784
2013-09-23 00:00:00+00:00,100.0038120623
2013-09-24 00:00:00+00:00,101.2718375918
2013-09-25 00:00:00+00:00,100.8548359076
2013-09-26 00:00:00+00:00,101.595226653
2013-09-27 00:00:00+00:00,101.050571392
2013-09-30 00:00:00+00:00,99.9953018239
2013-10-01 00:00:00+00:00,100.2080577852
2013-10-02 00:00:00+00:00,100.2846499313
2013-10-03 00:00:00+00:00,98.0719879335
2013-10-04 00:00:00+00:00,99.7399946703
2013-10-07 00:00:00+00:00,99.3059725092
2013-10-08 00:00:00+00:00,98.2421927025
2013-10-09 00:00:00+00:00,97.4166995726
2013-10-10 00:00:00+00:00,101.1867352073
2013-10-11 00:00:00+00:00,100.4037932696
2013-10-14 00:00:00+00:00,101.6633085607
2013-10-15 00:00:00+00:00,100.5739980387
2013-10-16 00:00:00+00:00,102.4122095445
2013-10-17 00:00:00+00:00,104.0717060429
2013-10-18 00:00:00+00:00,104.2674415273
2013-10-21 00:00:00+00:00,103.3738664897
2013-10-22 00:00:00+00:00,104.2334005735
2013-10-23 00:00:00+00:00,109.7990965218
2013-10-24 00:00:00+00:00,109.765055568
2013-10-25 00:00:00+00:00,111.6458182661
2013-10-28 00:00:00+00:00,110.5309770288
2013-10-29 00:00:00+00:00,110.3437517828
2013-10-30 00:00:00+00:00,110.3607722597
2013-10-31 00:00:00+00:00,111.0586118129
2013-11-01 00:00:00+00:00,113.2117021415
2013-11-04 00:00:00+00:00,113.0074564186
2013-11-05 00:00:00+00:00,113.671255018
