Stock,long return(%),Num of Long,Long win rate(%),Final Capital of Long,short return(%),Num of Short,Short win rate(%),Final Capital of Short,total return(%),annaulized return of Long,annaulized return of Short
AAPL,99.72790620116092,147,69.38775510204081,19972.79062011609,-62.91396090946122,104,56.73076923076923,3708.603909053879,18.40697264584985,7.162756173545914,-9.443204650693914
MSFT,308.1291100091155,151,78.80794701986756,40812.911000911554,-50.71427656887024,178,55.056179775280896,4928.572343112975,128.70741672012264,15.101175028068493,-6.8308542456827155
GS,47.58886986117052,78,67.94871794871794,14758.886986117051,-30.80352254170766,94,56.38297872340426,6919.647745829234,8.39267365973142,3.969357632410553,-3.615233704972143
JPM,39.08295993551552,133,70.67669172932331,13908.295993551552,-52.61562319858134,75,44.0,4738.437680141866,-6.766331631532918,3.354024545749712,-7.19667912046299
DD,8.64259547994397,171,69.5906432748538,10864.259547994398,30.382594615471568,111,62.16216216216216,13038.259461547157,19.51259504770777,0.8323788498953322,2.6885359128893116
GE,2.961248140158834,108,64.81481481481481,10296.124814015884,9.052568753374457,107,71.02803738317758,10905.256875337445,6.006908446766657,0.2922512216526618,0.870364457433781
